Commune,Niveau,Détails
Jausiers (04850),Vigilance,zone : Bassin versant de l'Ubaye (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
L'Escale (04160),Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
L'Escale (04160),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
L'Hospitalet (04150),Crise,zone : Bassin versant du Largue (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
La Brillanne (04700),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
La Brillanne (04700),Crise,zone : Bassin versant du Lauzon (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
La Condamine-Châtelard (04530),Vigilance,zone : Bassin versant de l'Ubaye (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
La Garde (04120),Alerte,zone : Bassin versant du Verdon aval (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
"La Javie (04000, 04420)",Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
La Motte-du-Caire (04250),Vigilance,zone : Bassin versant du Sasse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
La Mure-Argens (04170),Alerte,zone : Bassin versant du Verdon amont (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
La Palud-sur-Verdon (04120),Crise,zone : Bassin versant de l'Asse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
La Palud-sur-Verdon (04120),Alerte,zone : Bassin versant du Verdon aval (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
La Robine-sur-Galabre (04000),Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
La Rochegiron (04150),Crise,zone : Bassin versant du Largue (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
La Rochette (06260),Alerte,zone : Bassin versant du Var (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Lambruisse (04170),Crise,zone : Bassin versant de l'Asse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Lambruisse (04170),Alerte,zone : Bassin versant du Verdon amont (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Lardiers (04230),Crise,zone : Bassin versant du Largue (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Le Brusquet (04420),Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Le Caire (04250),Vigilance,zone : Bassin versant du Sasse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Le Castellard-Mélan (04380),Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Le Castellard-Mélan (04380),Vigilance,zone : Bassin versant du Vancon (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Le Castellet (04700),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Le Castellet (04700),Crise,zone : Bassin versant de l'Asse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Le Chaffaut-Saint-Jurson (04510),Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Le Fugeret (04240),Alerte,zone : Bassin versant du Var (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Le Lauzet-Ubaye (04340),Vigilance,zone : Bassin versant de l'Ubaye (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Le Vernet (04140),Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Les Mées (04190),Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Les Mées (04190),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Les Omergues (04200),Crise,zone : Bassin versant de la Nesque (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Les Thuiles (04400),Vigilance,zone : Bassin versant de l'Ubaye (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Limans (04300),Crise,zone : Bassin versant du Largue (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Lurs (04700),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Lurs (04700),Crise,zone : Bassin versant du Lauzon (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Majastres (04270),Crise,zone : Bassin versant de l'Asse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
"Malijai (04350, 04510)",Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
"Malijai (04350, 04510)",Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Mallefougasse-Augès (04230),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Mallefougasse-Augès (04230),Crise,zone : Bassin versant du Lauzon (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Mallemoisson (04510),Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Mane (04300),Crise,zone : Bassin versant du Largue (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Manosque (04100),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Manosque (04100),Crise,zone : Bassin versant du Largue (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Marcoux (04420),Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Melve (04250),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Melve (04250),Vigilance,zone : Bassin versant du Sasse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Mirabeau (04510),Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Mison (04200),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Mison (04200),Alerte renforcée,zone : Bassin versant du Buech (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Montagnac-Montpezat (04500),Crise,zone : Bassin versant du Colostre (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Montagnac-Montpezat (04500),Alerte,zone : Bassin versant du Verdon aval (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Montclar (04140),Vigilance,zone : Bassin versant de la Blanche (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Montclar (04140),Vigilance,zone : Bassin versant de l'Ubaye (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Montfort (04600),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Montfuron (04110),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Montfuron (04110),Alerte renforcée,zone : Bassin versant du Calavon (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Montfuron (04110),Crise,zone : Bassin versant du Largue (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Montjustin (04110),Alerte renforcée,zone : Bassin versant du Calavon (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Montjustin (04110),Crise,zone : Bassin versant du Largue (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Montlaux (04230),Crise,zone : Bassin versant du Lauzon (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Montsalier (04150),Alerte renforcée,zone : Bassin versant du Calavon (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Moriez (04170),Crise,zone : Bassin versant de l'Asse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Moustiers-Sainte-Marie (04360),Crise,zone : Bassin versant de l'Asse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Moustiers-Sainte-Marie (04360),Crise,zone : Bassin versant du Colostre (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Moustiers-Sainte-Marie (04360),Alerte,zone : Bassin versant du Verdon aval (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Méailles (04240),Alerte,zone : Bassin versant du Var (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Méolans-Revel (04340),Vigilance,zone : Bassin versant de l'Ubaye (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Mézel (04270),Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Mézel (04270),Crise,zone : Bassin versant de l'Asse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Nibles (04250),Vigilance,zone : Bassin versant du Sasse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Niozelles (04300),Crise,zone : Bassin versant du Lauzon (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Noyers-sur-Jabron (04200),Alerte renforcée,zone : Bassin versant du Buech (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Ongles (04230),Crise,zone : Bassin versant du Largue (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Oppedette (04110),Alerte renforcée,zone : Bassin versant du Calavon (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Oraison (04700),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Oraison (04700),Crise,zone : Bassin versant de l'Asse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Peipin (04200),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Peyroules (04120),Alerte renforcée,zone : Bassin versant de l'Artuby (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Peyroules (04120),Alerte,zone : Bassin versant du Verdon aval (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Peyruis (04310),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Peyruis (04310),Crise,zone : Bassin versant du Lauzon (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Pierrerue (04300),Crise,zone : Bassin versant du Lauzon (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Pierrevert (04860),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Piégut (05130),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Pontis (05160),Vigilance,zone : Bassin versant de l'Ubaye (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Prads-Haute-Bléone (04420),Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Puimichel (04700),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Puimoisson (04410),Crise,zone : Bassin versant de l'Asse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Puimoisson (04410),Crise,zone : Bassin versant du Colostre (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Quinson (04500),Alerte,zone : Bassin versant du Verdon aval (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Redortiers (04150),Crise,zone : Bassin versant de la Nesque (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Redortiers (04150),Alerte renforcée,zone : Bassin versant du Calavon (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Redortiers (04150),Crise,zone : Bassin versant du Largue (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Reillanne (04110),Alerte renforcée,zone : Bassin versant du Calavon (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Reillanne (04110),Crise,zone : Bassin versant du Largue (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Revest-Saint-Martin (04230),Crise,zone : Bassin versant du Largue (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Revest-Saint-Martin (04230),Crise,zone : Bassin versant du Lauzon (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Revest-des-Brousses (04150),Alerte renforcée,zone : Bassin versant du Calavon (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Revest-des-Brousses (04150),Crise,zone : Bassin versant du Largue (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Revest-du-Bion (04150),Crise,zone : Bassin versant de la Nesque (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Revest-du-Bion (04150),Alerte renforcée,zone : Bassin versant du Calavon (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Riez (04500),Crise,zone : Bassin versant du Colostre (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Rougon (04120),Alerte,zone : Bassin versant du Verdon aval (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Roumoules (04500),Crise,zone : Bassin versant du Colostre (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Saint-André-les-Alpes (04170),Crise,zone : Bassin versant de l'Asse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Saint-André-les-Alpes (04170),Alerte,zone : Bassin versant du Verdon amont (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Saint-André-les-Alpes (04170),Alerte,zone : Bassin versant du Verdon aval (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Saint-Benoît (04240),Alerte,zone : Bassin versant du Var (partie dpt Alpes-de-Haute-Provence) (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Saint-Geniez (04200),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Saint-Geniez (04200),Vigilance,zone : Bassin versant du Sasse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Saint-Geniez (04200),Vigilance,zone : Bassin versant du Vancon (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Saint-Jacques (04330),Crise,zone : Bassin versant de l'Asse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Saint-Jeannet (04270),Vigilance,zone : Bassin versant de la Bleone (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Saint-Jeannet (04270),Alerte,zone : Bassin versant de la Durance (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
Saint-Jeannet (04270),Crise,zone : Bassin versant de l'Asse (eaux superficielles)<br>arrêté valable du 05/08/2022 au 31/10/2022
